"RELAÇÃO DAS ESCOLAS ESTADUAIS (ESTABELECIMENTOS DE ENSINO), ENDEREÇO E E-MAIL",,,,,,,,3569
Municipio,UREGI,SRE,ESTABELECIMENTO DE ENSINO,E-MAIL (INSTITUCIONAL),SITUAÇÃO MAPA (X -> ENVIADO & VAZIO -> NÃO ENVIADO),DATA DE ACUSAÇÃO DE RECEBIMENTO,DATA DE ENVIO DO MAPA PARA AS ESCOLAS,2662
JEQUERI,PONTE NOVA,SRE PONTE NOVA,EE DO GROTA,escola.128775@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
JEQUERI,PONTE NOVA,SRE PONTE NOVA,EE PADRE BENEVENUTO,escola.128741@educacao.mg.gov.br,X,26/05/2022,25/05/2022,
JEQUERI,PONTE NOVA,SRE PONTE NOVA,EE SÃO VICENTE DO GRAMA,escola.128821@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
JEQUERI,PONTE NOVA,SRE PONTE NOVA,EE TENENTE MOL,escola.128759@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
JEQUITAÍ,MONTES CLAROS,SRE PIRAPORA,EE CÔNEGO CLEMENTE LAURENS,escola.80683@educacao.mg.gov.br,X,17/5/2022,,
JEQUITAÍ,MONTES CLAROS,SRE PIRAPORA,EE PROFESSOR LUCIANO,escola.80675@educacao.mg.gov.br,X,17/5/2022,,
JEQUITIBÁ,SETE LAGOAS,SRE SETE LAGOAS,EE PROFESSOR VÍTOR PINTO,escola.141135@educacao.mg.gov.br,x,26/05/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,CESEC ZEMARIA DO NORTE,escola.184969@educacao.mg.gov.br,X,20/05/2022,07/05/2022,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE CORONEL JOÃO DA CUNHA,escola.184977@educacao.mg.gov.br,X,15/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE CORONEL RAMIRO PEREIRA,escola.184837@educacao.mg.gov.br,X,07/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE DOUTOR HENRIQUE HEITMANN,escola.232084@educacao.mg.gov.br,X,15/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE EPAMINONDAS RAMOS,escola.184942@educacao.mg.gov.br,X,15/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE PREFEITO EPAMINONDAS RAMOS,escola.185001@educacao.mg.gov.br,X,15/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE PROFESSOR MANUEL DO NORTE,escola.184900@educacao.mg.gov.br,X,07/06/2022,,
JEQUITINHONHA,ALMENARA,SRE ALMENARA,EE SÃO MIGUEL,escola.184918@educacao.mg.gov.br,X,07/06/2022,,
JESUÂNIA,ALFENAS,SRE CAXAMBU,EE JOÃO DE ALMEIDA LISBOA,escola.172961@educacao.mg.gov.br,x,24/05/2022,,
JOAÍMA,ALMENARA,SRE ALMENARA,CESEC DE JOAÍMA,escola.312126@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
JOAÍMA,ALMENARA,SRE ALMENARA,EE DE GIRU,escola.185043@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
JOAÍMA,ALMENARA,SRE ALMENARA,EE PROFESSOR ANTÔNIO GOMES MOREIRA,escola.185019@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
JOAÍMA,ALMENARA,SRE ALMENARA,EE PROFESSOR MANOEL DO NORTE,escola.185051@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
JOANÉSIA,GUANHÃES,SRE CORONEL FABRICIANO,EE PROFESSOR ANTÔNIO MARCIANO,escola.205621@educacao.mg.gov.br,x,26/05/2022,,
JOANÉSIA,GUANHÃES,SRE CORONEL FABRICIANO,EE PROFESSOR MANOEL GONÇALVES FERREIRA,escola.191353@educacao.mg.gov.br,,26/05/2022,,
JOANÉSIA,GUANHÃES,SRE CORONEL FABRICIANO,EE PROFESSORA EUNICE DOS SANTOS COSTA,escola.191345@educacao.mg.gov.br,,26/05/2022,,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,CESEC PROFESSORA ELZA MARIA,escola.103373@educacao.mg.gov.br,x,,,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE ALBERTO PEREIRA LIMA,escola.103349@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE ANTÔNIO LOUREIRO SOBRINHO,escola.103381@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE ANTÔNIO PAPINI,escola.103365@educacao.mg.gov.br,,07/06/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE DO BAIRRO LARANJEIRAS,escola.103411@educacao.mg.gov.br,,,,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE DONA JENNY FARIA,escola.103420@educacao.mg.gov.br,x,30/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE DOUTOR GERALDO PARREIRAS,escola.103527@educacao.mg.gov.br,,26/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE JOÃO XXIII,escola.103462@educacao.mg.gov.br,x,,,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE LOUIS ENSCH,escola.103471@educacao.mg.gov.br,,,,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE LUIZ PRISCO DE BRAGA,escola.103489@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE MANOEL LOUREIRO,escola.103497@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JOÃO MONLEVADE,IPATINGA,SRE NOVA ERA,EE RUMIA MALUF,escola.103535@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE ARMINDA MARIA DA COSTA,escola.108553@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE CAPITÃO SPERIDIÃO,escola.108511@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE JOÃO GUIMARÃES ROSA,escola.108596@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE JOSÉ ROMERO DA SILVEIRA,escola.220671@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE MARIA GONÇALVES AZEVEDO,escola.108561@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE MARIA JOSÉ DE PAULA,escola.108570@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE PRESIDENTE OLEGÁRIO,escola.108529@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE PROFESSORA ORLINDA SARAIVA SIMÕES,escola.108545@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE QUINTINO VARGAS,escola.108537@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE SEBASTIÃO SIMÃO DE MELO,escola.256234@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE TANCREDO DE ALMEIDA NEVES,escola.108588@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOÃO PINHEIRO,UNAÍ,SRE PARACATU,EE TEOTÔNIO BRANDÃO VILELA,escola.108766@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
JOAQUIM FELÍCIO,CURVELO,SRE CURVELO,EE NOSSA SENHORA DAS DORES,escola.141178@educacao.mg.gov.br,x,,,
JORDÂNIA,ALMENARA,SRE ALMENARA,EE DE JORDÂNIA,escola.185078@educacao.mg.gov.br,X,10/06/2022,26/05/2022,
JORDÂNIA,ALMENARA,SRE ALMENARA,EE DOM JOSÉ,escola.185094@educacao.mg.gov.br,X,10/06/2022,26/05/2022,
JORDÂNIA,ALMENARA,SRE ALMENARA,EE FREI HENRIQUE DE COIMBRA,escola.185086@educacao.mg.gov.br,X,06/06/2022,26/05/2022,
JORDÂNIA,ALMENARA,SRE ALMENARA,EE PROFESSOR MANOEL DA ROCHA PINTO,escola.185116@educacao.mg.gov.br,X,10/06/2022,26/05/2022,
JOSÉ GONÇALVES DE MINAS,CAPELINHA,SRE ARAÇUAÍ,EE DOUTOR TANCREDO NEVES,escola.23248@educacao.mg.gov.br,X,09/06/2022,27/05/2022,
JOSÉ GONÇALVES DE MINAS,CAPELINHA,SRE ARAÇUAÍ,EE JOÃO MOTOSO FILHO,escola.23094@educacao.mg.gov.br,X,30/05/2022,27/05/2022,
JOSÉ RAYDAN,CAPELINHA,SRE GUANHÃES,EE CÔNEGO LAFAIETE,escola.45152@educacao.mg.gov.br,X,25/05/2022,25/05/2022,
JOSÉ RAYDAN,CAPELINHA,SRE GUANHÃES,EE DA RUA PRINCIPAL,escola.45161@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JOSENÓPOLIS,SALINAS,SRE MONTES CLAROS,EE JUCA MARIA,escola.80454@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
JUATUBÁ,SETE LAGOAS,SRE METROPOLITANA B,EE JOAQUIM CORREA,escola.34436@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUATUBÁ,SETE LAGOAS,SRE METROPOLITANA B,EE MARIA RITA DUARTE,escola.34410@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,COLÉGIO TIRADENTES PMMG,escola.68870@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,CONSERVATÓRIO ESTADUAL DE MÚSICA HAYDÉE FRANÇA AMERICANO,escola.68560@educacao.mg.gov.br,x,Não recebeu verba,Não recebeu verba,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE ALI HALFELD,escola.68349@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE ALMIRANTE BARROSO,escola.68381@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE ANA SALLES,escola.68403@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE ANTÔNIO CARLOS,escola.68420@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE BATISTA DE OLIVEIRA,escola.68462@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE BERNARDO MASCARENHAS,escola.68489@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE CLORINDO BURNIER,escola.68543@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE CORONEL ANTONIO ALVES TEIXEIRA,escola.68501@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE CORONEL MANUEL CARNEIRO DAS NEVES,escola.68527@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DE ENSINO FUNDAMENTAL E MÉDIO,escola.326801@educacao.mg.gov.br,x,Sistema prisional,,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DE ENSINO FUNDAMENTAL E MÉDIO,escola.326810@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DELFIM MOREIRA,escola.68586@educacao.mg.gov.br,x,30/05/2022,30/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DEPUTADO OLAVO COSTA,escola.68608@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DILERMANDO COSTA CRUZ,escola.68624@educacao.mg.gov.br,x,30/05/2022,30/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DOUTOR CLEMENTE MARIANI,escola.68667@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DUARTE DE ABREU,escola.68683@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE DUQUE DE CAXIAS,escola.68705@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE FERNANDO LOBO,escola.68331@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE FRANCISCO BERNARDINO,escola.68373@educacao.mg.gov.br,x,30/05/2022,30/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE GOVERNADOR JUSCELINO KUBITSCHEK,escola.68411@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE HENRIQUE BURNIER,escola.68454@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE HERMENEGILDO VILAÇA,escola.68497@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARECHAL MASCARENHAS DE MORAES,escola.68471@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARIA DAS DORES DE SOUZA,escola.68632@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARIA DE MAGALHÃES PINTO,escola.68691@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARIA ELBA BRAGA,escola.68675@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARIA ILYDIA RESENDE ANDRADE,escola.68713@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MARIANO PROCÓPIO,escola.68748@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE MERCEDES NERY MACHADO,escola.68721@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE NYRCE VILLA VERDE COELHO DE MAGALHÃES,escola.342637@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PADRE FREDERICO VIENKEN S V D,escola.68756@educacao.mg.gov.br,x,30/05/2022,30/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PRESIDENTE COSTA E SILVA,escola.68764@educacao.mg.gov.br,x,31/05/2022,31/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR CÂNDIDO MOTTA FILHO,escola.68772@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR FRANCISCO FARIA,escola.68616@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR JOSÉ EUTRÓPIO,escola.68781@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR JOSÉ FREIRE,escola.68799@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR JOSÉ SAINT CLAIR M ALVES,escola.68802@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR LINDOLFO GOMES,escola.68811@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR LOPES,escola.68829@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR QUESNEL,escola.68837@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE PROFESSOR TEODORO COELHO,escola.68845@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE SÃO VICENTE DE PAULO,escola.68853@educacao.mg.gov.br,x,23/05/2022,23/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE SEBASTIÃO PATRUS DE SOUSA,escola.68861@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,EE TEODORICO RIBEIRO DE ASSIS,escola.68519@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,INSTITUTO ESTADUAL DE EDUCAÇÃO DE JUIZ DE FORA,escola.68535@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JUIZ DE FORA,JUIZ DE FORA,SRE JUIZ DE FORA,INSTITUTO ESTADUAL DE LATÍCINIOS CÂNDIDO TOSTES,escola.68888@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JURAMENTO,MONTES CLAROS,SRE MONTES CLAROS,EE FRANCISCO SÁ,escola.80705@educacao.mg.gov.br,x,26/05/2022,26/05/2022,
JURUAIA,GUAXUPÉ,SRE SÃO SEBASTIÃO DO PARAÍSO,EE EDUARDO SENEDESE,escola.137529@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
JUVENÍLIA,JANUÁRIA,SRE JANUÁRIA,EE ANTÔNIO ORTIGA,escola.62995@educacao.mg.gov.br,,,,
JUVENÍLIA,JANUÁRIA,SRE JANUÁRIA,EE CORONEL ALMEIDA,escola.63002@educacao.mg.gov.br,,,,
JUVENÍLIA,JANUÁRIA,SRE JANUÁRIA,EE DE MONTE REI,escola.63011@educacao.mg.gov.br,,,,
JUVENÍLIA,JANUÁRIA,SRE JANUÁRIA,EE MANOEL FERNANDES DA SILVA,escola.342726@educacao.mg.gov.br,,,,
LADAINHA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DE CONCÓRDIA DO MUCURI,escola.147109@educacao.mg.gov.br,x,,,
LADAINHA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE DE LADAINHA,escola.147052@educacao.mg.gov.br,x,,,
LADAINHA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE ENGENHEIRO WENEFREDO PORTELLA,escola.147087@educacao.mg.gov.br,x,08/06/2022,,
LADAINHA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE INDÍGENA IZABEL DA SILVA MAXAKALI,escola.338826@educacao.mg.gov.br,x,,,
LADAINHA,TEÓFILO OTONI,SRE TEÓFILO OTONI,EE NOSSA SENHORA DO ROSÁRIO,escola.147095@educacao.mg.gov.br,x,,,
LAGAMAR,PATOS DE MINAS,SRE PATOS DE MINAS,CESEC AUGUSTA RAQUEL DA SILVEIRA,escola.118648@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAGAMAR,PATOS DE MINAS,SRE PATOS DE MINAS,EE AFONSO CORRÊA,escola.118575@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAGAMAR,PATOS DE MINAS,SRE PATOS DE MINAS,EE AMÉRICO ALVES,escola.118583@educacao.mg.gov.br,x,27/05/2022,25/05/2022,
LAGAMAR,PATOS DE MINAS,SRE PATOS DE MINAS,EE DOM BOSCO,escola.118605@educacao.mg.gov.br,x,27/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE CHICO REZENDE,escola.34045@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DE EDUCAÇÃO ESPECIAL HELENA APARECIDA,escola.34011@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DONA TILOSA,escola.310506@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE DOUTOR ARNALDO DE FARIA TAVARES,escola.34070@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE JOSÉ TEOTÔNIO DE CASTRO,escola.231746@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE MONSENHOR ALFREDO DOHR,escola.34118@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE NOSSA SENHORA DE GUADALUPE,escola.34096@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DA PRATA,DIVINÓPOLIS,SRE DIVINÓPOLIS,EE VIRGÍNIO PERILLO,escola.34100@educacao.mg.gov.br,,25/05/2022,25/05/2022,
LAGOA DOS PATOS,MONTES CLAROS,SRE PIRAPORA,EE RAIMUNDO NONATO DA FONSECA,escola.80764@educacao.mg.gov.br,X,22/5/2022,,
LAGOA DOURADA,SÃO JOÃO DEL REI,SRE SÃO JOÃO DEL REI,EE ABEILARD PEREIRA,escola.305600@educacao.mg.gov.br,x,26/05/2022,,
LAGOA FORMOSA,PATOS DE MINAS,SRE PATOS DE MINAS,EE CORONEL CRISTIANO,escola.118656@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAGOA FORMOSA,PATOS DE MINAS,SRE PATOS DE MINAS,EE JOSÉ MARCIANO BRANDÃO,escola.118672@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAGOA FORMOSA,PATOS DE MINAS,SRE PATOS DE MINAS,EE NOSSA SENHORA DA PIEDADE,escola.118664@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAGOA GRANDE,PATOS DE MINAS,SRE PATOS DE MINAS,EE SANTA TEREZINHA,escola.119172@educacao.mg.gov.br,X,03/06/2022,,
LAGOA SANTA,SETE LAGOAS,SRE METROPOLITANA C,EE CECÍLIA DOLABELA PORTELA AZEREDO,escola.9393@educacao.mg.gov.br,x,28/06/2022,,
LAGOA SANTA,SETE LAGOAS,SRE METROPOLITANA C,EE NILO MAURÍCIO TRINDADE FIGUEIREDO,escola.9407@educacao.mg.gov.br,x,27/05/2022,,
LAGOA SANTA,SETE LAGOAS,SRE METROPOLITANA C,EE PADRE MENEZES,escola.9491@educacao.mg.gov.br,x,28/06/2022,,
LAGOA SANTA,SETE LAGOAS,SRE METROPOLITANA C,EE REPARATA DIAS DE OLIVEIRA,escola.9482@educacao.mg.gov.br,x,28/06/2022,,
LAGOA SANTA,SETE LAGOAS,SRE METROPOLITANA C,EE TIRADENTES,escola.9466@educacao.mg.gov.br,x,28/06/2022,,
LAJINHA,MANHUAÇU,SRE MANHUAÇU,EE ANTÔNIO SATHLER,escola.74993@educacao.mg.gov.br,X,,,
LAJINHA,MANHUAÇU,SRE MANHUAÇU,EE ARNALDO LEITE RIBEIRO,escola.75035@educacao.mg.gov.br,x,,,
LAJINHA,MANHUAÇU,SRE MANHUAÇU,EE CAPITÃO NESTOR VIEIRA DE GOUVEIA,escola.75001@educacao.mg.gov.br,x,,,
LAJINHA,MANHUAÇU,SRE MANHUAÇU,EE DOUTOR ADALMÁRIO JOSÉ DOS SANTOS,escola.75051@educacao.mg.gov.br,x,,,
LAJINHA,MANHUAÇU,SRE MANHUAÇU,EE HERMÍNIA RIBEIRO DE SOUZA,escola.75027@educacao.mg.gov.br,x,,,
LAMBARI,ALFENAS,SRE VARGINHA,EE JOÃO DE ALMEIDA LISBOA,escola.173011@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
LAMBARI,ALFENAS,SRE VARGINHA,EE JOÃO NUNES FERREIRA,escola.173029@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
LAMBARI,ALFENAS,SRE VARGINHA,EE PROFESSORA MARIA RITA LISBOA PEREIRA SANTORO,escola.172987@educacao.mg.gov.br,x,20/05/2022,20/05/2022,
LAMIM,VIÇOSA,SRE CONSELHEIRO LAFAIETE,EE NAPOLEÃO REIS,escola.194107@educacao.mg.gov.br,x,24/05/2022,23/05/2022,
LARANJAL,MURIAÉ,SRE MURIAÉ,EE CORONEL FRANCISCO GAMA,escola.98060@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LASSANCE,CURVELO,SRE CURVELO,EE CARLOS CHAGAS,escola.80802@educacao.mg.gov.br,,09/05/2022,09/05/2022,
LASSANCE,CURVELO,SRE CURVELO,EE JOSÉ SOARES DIAS,escola.80811@educacao.mg.gov.br,,,,
LAVRAS,LAVRAS,SRE CAMPO BELO,COLÉGIO TIRADENTES PMMG,escola.203122@educacao.mg.gov.br,x,24/05/2022,24/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE AZARIAS RIBEIRO,escola.202894@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE CINIRA CARVALHO,escola.217743@educacao.mg.gov.br,x,14/06/2022,14/06/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE CRISTIANO DE SOUZA,escola.202908@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE DORA MATARAZZO,escola.202967@educacao.mg.gov.br,x,25/05/2022,18/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE DOUTOR JOÃO BATISTA HERMETO,escola.202975@educacao.mg.gov.br,x,27/05/2022,27/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE FIRMINO COSTA,escola.203009@educacao.mg.gov.br,x,25/05/2022,25/05/2022,
LAVRAS,LAVRAS,SRE CAMPO BELO,EE TIRADENTES,escola.203106@educacao.mg.gov.br,x,18/05/2022,18/05/2022,
LEANDRO FERREIRA,DIVINÓPOLIS,SRE PARÁ DE MINAS,EE CORONEL ANTÔNIO CORRÊA,escola.34134@educacao.mg.gov.br,,,,
LEME DO PRADO,CAPELINHA,SRE DIAMANTINA,EE DE GOUVEIA,escola.24511@educacao.mg.gov.br,X,26/05/2022,26/05/2022,
